codigo_postal;municipio;pais
42320;Langa de Duero;España
42320;San Esteban de Gormaz;España
42328;Castillejo de Robledo;España
42328;Langa de Duero;España
42328;Miño de San Esteban;España
42329;Langa de Duero;España
42330;San Esteban de Gormaz;España
42339;Fuentecambrón;España
42340;San Esteban de Gormaz;España
42341;Liceras;España
42341;Montejo de Tiermes;España
42342;Fuentecambrón;España
42342;Montejo de Tiermes;España
42342;San Esteban de Gormaz;España
42343;Montejo de Tiermes;España
42344;Montejo de Tiermes;España
42344;Retortillo de Soria;España
42345;San Esteban de Gormaz;España
42350;Burgo de Osma-Ciudad de Osma;España
42351;Alcubilla de Avellaneda;España
42351;Burgo de Osma-Ciudad de Osma;España
42351;Fuentearmegil;España
42351;San Esteban de Gormaz;España
42353;Alcubilla de Avellaneda;España
42360;Berlanga de Duero;España
42366;Bayubas de Abajo;España
42366;Bayubas de Arriba;España
42366;Berlanga de Duero;España
42366;Tajueco;España
42367;Berlanga de Duero;España
42367;Caltojar;España
42368;Arenillas;España
42368;Barcones;España
42368;Rello;España
42368;Riba de Escalote, La;España
42369;Berlanga de Duero;España
42391;Burgo de Osma-Ciudad de Osma;España
42391;San Esteban de Gormaz;España
42392;Velamazán;España
43001;Tarragona;España
43002;Tarragona;España
43003;Tarragona;España
43004;Tarragona;España
43005;Tarragona;España
43006;Tarragona;España
43007;Tarragona;España
43008;Tarragona;España
43100;Tarragona;España
43110;Canonja, La;España
43120;Constantí;España
43130;Tarragona;España
43140;Pobla de Mafumet, La;España
43141;Vilallonga del Camp;España
43142;Rourell, El;España
43143;Masó, La;España
43143;Milà, El;España
43144;Vallmoll;España
43150;Catllar, El;España
43151;Pallaresos, Els;España
43152;Perafort;España
43153;Garidells, Els;España
43154;Secuita, La;España
43155;Perafort;España
43201;Reus;España
43202;Reus;España
43203;Reus;España
43204;Reus;España
43205;Reus;España
43206;Reus;España
43206;Vila-seca;España
43207;Reus;España
43300;Mont-roig del Camp;España
43310;Colldejou;España
43311;Vilanova d'Escornalbou;España
43312;Vilanova d'Escornalbou;España
43320;Pratdip;España
43320;Tivissa;España
43330;Riudoms;España
43340;Montbrió del Camp;España
43350;Borges del Camp, Les;España
43360;Cornudella de Montsant;España
43361;Morera de Montsant, La;España
43362;Cornudella de Montsant;España
43363;Ulldemolins;España
43364;Capafonts;España
43364;Febró, La;España
43364;Mont-ral;España
43364;Prades;España
43365;Alforja;España
43365;Arbolí;España
43370;Palma d'Ebre, La;España
43371;Margalef;España
43372;Bisbal de Falset, La;España
43373;Cabacés;España
43374;Vilella Baixa, La;España
43375;Vilella Alta, La;España
43376;Poboleda;España
43379;Morera de Montsant, La;España
43380;Vilaplana;España
43381;Aleixar, L';España
43382;Maspujols;España
43390;Riudecols;España
43391;Vinyols i els Arcs;España
43392;Castellvell del Camp;España
43393;Almoster;España
43400;Montblanc;España
43410;Montblanc;España
43411;Blancafort;España
43412;Solivella;España
43413;Passanant i Belltall;España
43414;Montblanc;España
43415;Montblanc;España
43420;Santa Coloma de Queralt;España
43421;Bellprat;España
43421;Pontils;España
43422;Barberà de la Conca;España
43423;Pira;España
43424;Sarral;España
43425;Forès;España
43425;Passanant i Belltall;España
43425;Sarral;España
43426;Rocafort de Queralt;España
43427;Conesa;España
43427;Llorac;España
43427;Savallà del Comtat;España
43427;Vallfogona de Riucorb;España
43428;Piles, Les;España
43428;Sarral;España
43429;Barberà de la Conca;España
43429;Piles, Les;España
43429;Santa Coloma de Queralt;España
43430;Vimbodí i Poblet;España
43431;Bellprat;España
43439;Vallclara;España
43439;Vilanova de Prades;España
43440;Espluga de Francolí, L';España
43442;Barberà de la Conca;España
43448;Vimbodí i Poblet;España
43449;Senan;España
43449;Vimbodí i Poblet;España
43450;Riba, La;España
43459;Montblanc;España
43459;Mont-ral;España
43460;Alcover;España
43470;Selva del Camp, La;España
43479;Albiol, L';España
43480;Vila-seca;España
43481;Vila-seca;España
43490;Vilaverd;España
43491;Valls;España
43495;Arnes;España
43500;Tortosa;España
43510;Tortosa;España
43511;Tivenys;España
43512;Benifallet;España
43513;Rasquera;España
43514;Mas de Barberans;España
43515;Galera, La;España
43516;Godall;España
43517;Tortosa;España
43519;Perelló, El;España
43520;Roquetes;España
43527;Tortosa;España
43528;Alfara de Carles;España
43529;Roquetes;España
43530;Alcanar;España
43540;Sant Carles de la Ràpita;España
43549;Amposta;España
43550;Ulldecona;España
43558;Freginals;España
43558;Ulldecona;España
43559;Ulldecona;España
43560;Sénia, La;España
43569;Alcanar;España
43570;Santa Bàrbara;España
43580;Deltebre;España
43590;Tortosa;España
43591;Aldover;España
43592;Xerta;España
43593;Paüls;España
43594;Pinell de Brai, El;España
43595;Prat de Comte;España
43596;Horta de Sant Joan;España
43597;Arnes;España
43635;Alforja;España
43700;Vendrell, El;España
43710;Santa Oliva;España
43711;Banyeres del Penedès;España
43712;Llorenç del Penedès;España
43713;Sant Jaume dels Domenys;España
43714;Aiguamúrcia;España
43714;Montmell, El;España
43715;Querol;España
43716;Albinyana;España
43717;Bisbal del Penedès, La;España
43718;Albinyana;España
43718;Masllorenç;España
43718;Montmell, El;España
43718;Santa Oliva;España
43719;Bellvei;España
43720;Arboç, L';España
43730;Falset;España
43730;Marçà;España
43736;Figuera, La;España
43736;Masroig, El;España
43736;Molar, El;España
43737;Gratallops;España
43737;Lloar, El;España
43737;Torroja del Priorat;España
43738;Bellmunt del Priorat;España
43739;Porrera;España
43740;Móra d'Ebre;España
43746;Tivissa;España
43747;Benissanet;España
43747;Miravet;España
43748;Ginestar;España
43749;Garcia;España
43750;Flix;España
43760;Morell, El;España
43761;Pobla de Montornès, La;España
43762;Riera de Gaià, La;España
43763;Nou de Gaià, La;España
43763;Vespella de Gaià;España
43764;Catllar, El;España
43765;Secuita, La;España
43770;Móra la Nova;España
43771;Riudecanyes;España
43772;Botarell;España
43773;Argentera, L';España
43773;Duesaigües;España
43774;Pradell de la Teixeta;España
43774;Torre de Fontaubella, La;España
43775;Marçà;España
43776;Capçanes;España
43777;Guiamets, Els;España
43780;Gandesa;España
43781;Fatarella, La;España
43782;Vilalba dels Arcs;España
43783;Pobla de Massaluca, La;España
43784;Corbera d'Ebre;España
43785;Bot;España
43786;Batea;España
43787;Caseres;España
43790;Riba-roja d'Ebre;España
43791;Ascó;España
43792;Torre de l'Espanyol, La;España
43792;Vinebre;España
43800;Valls;España
43810;Pla de Santa Maria, El;España
43811;Cabra del Camp;España
43811;Figuerola del Camp;España
43812;Bràfim;España
43812;Montferri;España
43812;Montmell, El;España
43812;Puigpelat;España
43812;Rodonyà;España
43813;Alió;España
43813;Valls;España
43814;Vila-rodona;España
43815;Aiguamúrcia;España
43815;Mont-roig del Camp;España
43816;Querol;España
43817;Pont d'Armentera, El;España
43820;Calafell;España
43830;Torredembarra;España
43839;Creixell;España
43840;Salou;España
43850;Cambrils;España
43860;Ametlla de Mar, L';España
43870;Amposta;España
43877;Sant Jaume d'Enveja;España
43878;Masdenverge;España
43879;Amposta;España
43879;Masdenverge;España
43879;Sant Jaume d'Enveja;España
43880;Vendrell, El;España
43881;Cunit;España
43882;Calafell;España
43883;Roda de Berà;España
43884;Bonastre;España
43885;Salomó;España
43886;Renau;España
43886;Vilabella;España
43887;Nulles;España
43890;Vandellòs i l'Hospitalet de l'Infant;España
43891;Vandellòs i l'Hospitalet de l'Infant;España
43892;Mont-roig del Camp;España
43893;Altafulla;España
43894;Camarles;España
43895;Ampolla, L';España
43896;Aldea, L';España
43897;Tortosa;España
44001;Teruel;España
44002;Teruel;España
44003;Teruel;España
44100;Albarracín;España
44110;Gea de Albarracín;España
44111;Torres de Albarracín;España
44112;Tramacastilla;España
44113;Noguera de Albarracín;España
44114;Griegos;España
44114;Villar del Cobo;España
44115;Guadalaviar;España
44120;Terriente;España
44121;Albarracín;España
44121;Bezas;España
44121;Rubiales;España
44121;Teruel;España
44122;Jabaloyas;España
44122;Saldón;España
44122;Valdecuenca;España
44123;Albarracín;España
44123;Jabaloyas;España
44123;Toril y Masegoso;España
44123;Vallecillo, El;España
44124;Moscardón;España
44125;Royuela;España
44126;Calomarde;España
44126;Frías de Albarracín;España
44130;Villastar;España
44131;Villel;España
44132;Libros;España
44132;Tramacastiel;España
44133;Riodeva;España
44133;Tramacastiel;España
44134;Alobras;España
44134;Cuervo, El;España
44134;Tormón;España
44134;Veguillas de la Sierra;España
44140;Cantavieja;España
44140;Cañada de Benatanduz;España
44141;Cuba, La;España
44141;Mirambel;España
44141;Tronchón;España
44142;Iglesuela del Cid, La;España
44143;Fortanete;España
44144;Villarroya de los Pinares;España
44145;Allepuz;España
44146;Monteagudo del Castillo;España
44147;Cedrillas;España
44150;Aliaga;España
44155;Ababuj;España
44155;Camarillas;España
44155;Pobo, El;España
44156;Aguilar del Alfambra;España
44156;Jorcas;España
44157;Aliaga;España
44157;Hinojosa de Jarque;España
44158;Aliaga;España
44159;Miravete de la Sierra;España
44160;Alfambra;España
44161;Escorihuela;España
44161;Orrios;España
44161;Perales del Alfambra;España
44162;Cuevas Labradas;España
44162;Peralejos;España
44162;Teruel;España
44163;Perales del Alfambra;España
44164;Lidón;España
44164;Visiedo;España
44165;Argente;España
44166;Rubielos de la Cérida;España
44167;Camañas;España
44168;Cañada Vellida;España
44168;Galve;España
44169;Cuevas de Almudén;España
44169;Jarque de la Val;España
44169;Mezquita de Jarque;España
44190;Teruel;España
44191;Camarena de la Sierra;España
44191;Cascante del Río;España
44191;Cubla;España
44191;Valacloche;España
44192;Teruel;España
44193;Corbalán;España
44193;Teruel;España
44194;Celadas;España
44195;Teruel;España
44200;Calamocha;España
44210;Calamocha;España
44211;Calamocha;España
44212;Anadón;España
44212;Huesa del Común;España
44212;Loscos;España
44213;Huesa del Común;España
44213;Plou;España
44220;Barrachina;España
44220;Calamocha;España
44221;Torrecilla del Rebollar;España
44222;Torrecilla del Rebollar;España
44223;Villanueva del Rebollar de la Sierra;España
44230;Tornos;España
44231;Castejón de Tornos;España
44232;Bello;España
44233;Odón;España
44300;Monreal del Campo;España
44310;Ródenas;España
44311;Villar del Salz;España
44312;Ojos Negros;España
44313;Ojos Negros;España
44314;Blancas;España
44315;Pozuel del Campo;España
44320;Báguena;España
44330;Burbáguena;España
44340;Fuentes Claras;España
44350;Caminreal;España
44357;Bañón;España
44357;Calamocha;España
44358;Cosa;España
44358;Torre los Negros;España
44359;Caminreal;España
44359;Torralba de los Sisones;España
44360;Santa Eulalia;España
44366;Orihuela del Tremedal;España
44367;Bronchales;España
44368;Monterde de Albarracín;España
44368;Pozondón;España
44369;Almohaja;España
44369;Peracense;España
44370;Cella;España
44380;Villarquemado;España
44381;Torremocha de Jiloca;España
44382;Aguatón;España
44382;Singra;España
44382;Torrelacárcel;España
44390;San Martín del Río;España
44391;Calamocha;España
44392;Calamocha;España
44393;Torrijo del Campo;España
44394;Bueña;España
44394;Villafranca del Campo;España
44395;Alba;España
44396;Teruel;España
44397;Teruel;España
44400;Mora de Rubielos;España
44409;Cabra de Mora;España
44409;Castellar, El;España
44410;Mosqueruela;España
44411;Puertomingalvo;España
44412;Linares de Mora;España
44413;Valdelinares;España
44414;Nogueruelas;España
44415;Fuentes de Rubielos;España
44415;Rubielos de Mora;España
44420;Manzanera;España
44421;Arcos de las Salinas;España
44421;Torrijas;España
44422;Abejuela;España
44422;Manzanera;España
44423;Manzanera;España
44424;Albentosa;España
44424;Sarrión;España
44430;Valbona;España
44431;Alcalá de la Selva;España
44432;Alcalá de la Selva;España
44433;Gúdar;España
44440;Formiche Alto;España
44441;Formiche Alto;España
44450;Puebla de Valverde, La;España
44459;Camarena de la Sierra;España
44460;Sarrión;España
44477;Albentosa;España
44478;Olba;España
44479;Olba;España
44480;San Agustín;España
44490;Ferreruela de Huerva;España
44491;Bádenas;España
44491;Cucalón;España
44491;Lanzuela;España
44492;Allueva;España
44492;Bea;España
44492;Fonfría;España
44492;Lagueruela;España
44493;Loscos;España
44493;Monforte de Moyuela;España
44494;Villahermosa del Campo;España
44495;Calamocha;España
44496;Calamocha;España
44497;Nogueras;España
44497;Santa Cruz de Nogueras;España
44500;Andorra;España
44509;Alloza;España
44510;Puebla de Híjar, La;España
44511;Puebla de Híjar, La;España
44520;Samper de Calanda;España
44530;Híjar;España
44540;Albalate del Arzobispo;España
44547;Ariño;España
44548;Oliete;España
44549;Alacón;España
44550;Alcorisa;España
44555;Pitarque;España
44556;Berge;España
44556;Molinos;España
44557;Crivillén;España
44557;Mata de los Olmos, La;España
44557;Olmos, Los;España
44558;Estercuel;España
44558;Gargallo;España
44559;Ejulve;España
44559;Villarluengo;España
44560;Castellote;España
44561;Seno;España
44562;Castellote;España
44563;Bordón;España
44563;Castellote;España
44564;Mas de las Matas;España
44565;Castellote;España
44566;Aguaviva;España
44566;Parras de Castellote, Las;España
44570;Calanda;España
44579;Foz-Calanda;España
44580;Valderrobres;España
44586;Peñarroya de Tastavins;España
44587;Fuentespalda;España
44588;Beceite;España
44589;Portellada, La;España
44589;Ráfales;España
44590;Azaila;España
44591;Vinaceite;España
44591;Almochuel;España
44592;Castelnou;España
44592;Jatiel;España
44593;Urrea de Gaén;España
44594;Valdealgorfa;España
44595;Valjunquera;España
44596;Fresneda, La;España
44597;Torre del Compte;España
44600;Alcañiz;España
44610;Calaceite;España
44620;Valdeltormo;España
44621;Mazaleón;España
44622;Arens de Lledó;España
44623;Cretas;España
44624;Lledó;España
44630;Castelserás;España
44640;Codoñera, La;España
44640;Torrecilla de Alcañiz;España
44641;Torrevelilla;España
44642;Belmonte de San José;España
44643;Cañada de Verich, La;España
44643;Ginebrosa, La;España
44650;Fórnoles;España
44651;Cerollera, La;España
44652;Monroyo;España
44653;Torre de Arcas;España
44660;Alcañiz;España
44661;Alcañiz;España
44700;Montalbán;España
44706;Castel de Cabra;España
44707;Cañizar del Olivar;España
44707;Zoma, La;España
44708;Palomar de Arroyos;España
44709;Montalbán;España
44709;Torre de las Arcas;España
44710;Rillo;España
44711;Fuentes Calientes;España
44712;Rillo;España
44720;Pancrudo;España
44721;Alpeñés;España
44721;Cosa;España
44730;Martín del Río;España
44730;Pancrudo;España
44740;Vivel del Río Martín;España
44741;Fuenferrada;España
44742;Vivel del Río Martín;España
44750;Martín del Río;España
44760;Utrillas;España
44761;Utrillas;España
44769;Utrillas;España
44770;Escucha;España
44779;Escucha;España
44780;Muniesa;España
44790;Blesa;España
44791;Cortes de Aragón;España
44791;Hoz de la Vieja, La;España
44791;Maicas;España
44792;Alcaine;España
44792;Josa;España
44792;Obón;España
44793;Salcedillo;España
44793;Segura de los Baños;España
45001;Toledo;España
45002;Toledo;España
45003;Toledo;España
45004;Toledo;España
45005;Toledo;España
45006;Toledo;España
45007;Toledo;España
45008;Toledo;España
45100;Sonseca;España
45109;Orgaz;España
45109;Sonseca;España
45110;Ajofrín;España
45111;Cobisa;España
45112;Burguillos de Toledo;España
45112;Navalmorales, Los;España
45113;Chueca;España
45114;Mazarambroz;España
45120;Menasalbas;España
45120;San Pablo de los Montes;España
45121;Menasalbas;España
45122;Argés;España
45123;Layos;España
45124;Casasbuenas;España
45125;Pulgar;España
45126;Cuerva;España
45126;Mazarambroz;España
45127;Ventas con Peña Aguilera, Las;España
45128;Menasalbas;España
45130;Navalucillos, Los;España
45138;Navalucillos, Los;España
45139;Navalucillos, Los;España
45140;Navalmorales, Los;España
45150;Navahermosa;España
45159;Hontanar;España
45159;Navahermosa;España
45160;Guadamur;España
45161;Polán;España
45162;Noez;España
45163;Totanés;España
45164;Gálvez;España
45165;San Martín de Montalbán;España
45170;San Martín de Pusa;España
45179;Villarejo de Montalbán;España
45180;Camarena;España
45181;Camarenilla;España
45182;Arcicóllar;España
45183;Ventas de Retamosa, Las;España
45190;Nambroca;España
45191;Nambroca;España
45200;Illescas;España
45210;Yuncos;España
45211;Recas;España
45211;Yuncos;España
45212;Lominchar;España
45213;Palomeque;España
45214;Cedillo del Condado;España
45215;Viso de San Juan, El;España
45216;Carranque;España
45217;Ugena;España
45220;Yeles;España
45221;Esquivias;España
45222;Borox;España
45223;Seseña;España
45224;Seseña;España
45225;Barcience;España
45230;Numancia de la Sagra;España
45240;Alameda de la Sagra;España
45250;Añover de Tajo;España
45260;Villaseca de la Sagra;España
45270;Mocejón;España
45276;Mohedas de la Jara;España
45280;Olías del Rey;España
45290;Pantoja;España
45291;Cobeja;España
45292;Villaseca de la Sagra;España
45300;Ocaña;España
45310;Villatobas;España
45311;Dosbarrios;España
45312;Cabañas de Yepes;España
45313;Yepes;España
45314;Ciruelos;España
45340;Ontígola;España
45350;Noblejas;España
45360;Villarrubia de Santiago;España
45370;Santa Cruz de la Zarza;España
45370;Villarrubia de Santiago;España
45400;Mora;España
45400;Quintanar de la Orden;España
45410;Villanueva de Bogas;España
45420;Almonacid de Toledo;España
45430;Mascaraque;España
45440;Villaminaya;España
45450;Orgaz;España
45460;Manzaneque;España
45460;Real de San Vicente, El;España
45470;Yébenes, Los;España
45479;Marjaliza;España
45480;Urda;España
45480;Yébenes, Los;España
45500;Torrijos;España
45510;Fuensalida;España
45511;Huecas;España
45512;Portillo de Toledo;España
45513;Santa Cruz del Retamar;España
45514;Quismondo;España
45515;Maqueda;España
45516;Puebla de Montalbán, La;España
45517;Escalonilla;España
45518;Gerindote;España
45519;Novés;España
45520;Villaluenga de la Sagra;España
45521;Burujón;España
45522;Albarreal de Tajo;España
45523;Alcabón;España
45524;Rielves;España
45525;Barcience;España
45526;Santo Domingo-Caudilla;España
45529;Yuncler;España
45530;Santa Olalla;España
45531;Carmena;España
45532;Carriches;España
45533;Carpio de Tajo, El;España
45534;Mata, La;España
45540;Erustes;España
45540;Fuensalida;España
45541;Mesegar de Tajo;España
45542;Casar de Escalona, El;España
45543;Otero;España
45544;Domingo Pérez;España
45551;Illán de Vacas;España
45560;Oropesa;España
45567;Lagartera;España
45568;Ventas de San Julián, Las;España
45569;Oropesa;España
45569;Torralba de Oropesa;España
45570;Puente del Arzobispo, El;España
45571;Alcolea de Tajo;España
45571;Azután;España
45572;Torrico;España
45572;Valdeverdeja;España
45573;Navalmoralejo;España
45574;Estrella, La;España
45575;Aldeanueva de San Bartolomé;España
45576;Aldeanueva de San Bartolomé;España
45576;Mohedas de la Jara;España
45577;Puerto de San Vicente;España
45578;Campillo de la Jara, El;España
45580;Calera y Chozas;España
45580;Calzada de Oropesa;España
45588;Herreruela de Oropesa;España
45589;Caleruela;España
45590;Magán;España
45591;Yunclillos;España
45592;Cabañas de la Sagra;España
45593;Bargas;España
45594;Villamiel de Toledo;España
45600;Oropesa;España
45600;Talavera de la Reina;España
45610;Navalcán;España
45611;Parrillas;España
45612;Velada;España
45613;Talavera de la Reina;España
45614;Talavera de la Reina;España
45620;Montesclaros;España
45621;Segurilla;España
45622;Mejorada;España
45630;Navamorcuende;España
45631;Almendral de la Cañada;España
45632;Sartajada;España
45633;Iglesuela, La;España
45634;Buenaventura;España
45635;Sotillo de las Palomas;España
45636;Marrupe;España
45637;Cervera de los Montes;España
45638;Pepino;España
45640;Real de San Vicente, El;España
45641;Castillo de Bayuela;España
45642;Cardiel de los Montes;España
45643;Garciotum;España
45644;Nuño Gómez;España
45645;Hinojosa de San Vicente;España
45646;San Román de los Montes;España
45650;Espinoso del Rey;España
45651;Torrecilla de la Jara;España
45652;Retamoso de la Jara;España
45653;Santa Ana de Pusa;España
45654;San Bartolomé de las Abiertas;España
45660;Belvís de la Jara;España
45661;Aldeanueva de Barbarroya;España
45662;Alcaudete de la Jara;España
45662;Mejorada;España
45663;Herencias, Las;España
45664;Herencias, Las;España
45670;Nava de Ricomalillo, La;España
45671;Sevilleja de la Jara;España
45672;Sevilleja de la Jara;España
45673;Sevilleja de la Jara;España
45674;Robledo del Mazo;España
45675;Robledo del Mazo;España
45676;Robledo del Mazo;España
45677;Robledo del Mazo;España
45678;Robledo del Mazo;España
45680;Cebolla;España
45682;Cerralbos, Los;España
45683;Cazalegas;España
45684;Lucillos;España
45685;Montearagón;España
45686;Calera y Chozas;España
45687;Alcañizo;España
45690;Pueblanueva, La;España
45691;Pueblanueva, La;España
45692;Malpica de Tajo;España
45693;Malpica de Tajo;España
45694;Talavera de la Reina;España
45695;Calera y Chozas;España
45700;Consuegra;España
45710;Madridejos;España
45720;Camuñas;España
45730;Villafranca de los Caballeros;España
45740;Villasequilla;España
45749;Villamuelas;España
45750;Huerta de Valdecarábanos;España
45760;Guardia, La;España
45770;Romeral, El;España
45780;Tembleque;España
45789;Turleque;España
45790;Quero;España
45800;Quintanar de la Orden;España
45810;Villanueva de Alcardete;España
45820;Toboso, El;España
45830;Miguel Esteban;España
45840;Puebla de Almoradiel, La;España
45850;Villa de Don Fadrique, La;España
45860;Villacañas;España
45870;Lillo;España
45880;Corral de Almaguer;España
45890;Cabezamesada;España
45900;Almorox;España
45908;Aldea en Cabo;España
45908;Paredes de Escalona;España
45909;Santa Cruz del Retamar;España
45910;Escalona;España
45917;Nombela;España
45918;Pelahustán;España
45919;Hormigos;España
45920;Torre de Esteban Hambrán, La;España
45930;Méntrida;España
45940;Valmojado;España
45950;Casarrubios del Monte;España
45960;Chozas de Canales;España
46001;Valencia;España
46002;Valencia;España
46003;Valencia;España
46004;Valencia;España
46005;Valencia;España
46006;Valencia;España
46007;Valencia;España
46008;Valencia;España
46009;Valencia;España
46010;Valencia;España
46011;Valencia;España
46012;Valencia;España
46013;Valencia;España
46014;Xirivella;España
46014;Valencia;España
46015;Valencia;España
46016;Tavernes Blanques;España
46016;Valencia;España
46017;Valencia;España
46018;Valencia;España
46019;Valencia;España
46020;Valencia;España
46021;Valencia;España
46022;Valencia;España
46023;Valencia;España
46024;Valencia;España
46025;Valencia;España
46026;Valencia;España
46035;Valencia;España
46100;Burjassot;España
46110;Godella;España
46111;Rocafort;España
46112;Valencia;España
46113;Moncada;España
46114;Vinalesa;España
46115;Alfara del Patriarca;España
46116;Moncada;España
46117;Bétera;España
46118;Serra;España
46119;Náquera;España
46120;Alboraia/Alboraya;España
46130;Massamagrell;España
46131;Bonrepòs i Mirambell;España
46131;Valencia;España
46132;Almàssera;España
46133;Meliana;España
46134;Foios;España
46135;Albalat dels Sorells;España
46135;Emperador;España
46135;Valencia;España
46136;Museros;España
46137;Pobla de Farnals, la;España
46138;Rafelbunyol;España
46139;Pobla de Farnals, la;España
46140;Ademuz;España
46140;Castielfabib;España
46140;Puebla de San Miguel;España
46141;Castielfabib;España
46143;Torrebaja;España
46145;Vallanca;España
46146;Casas Bajas;España
46147;Casas Altas;España
46148;Algimia de Alfara;España
46149;Gilet;España
46160;Llíria;España
46162;Andilla;España
46162;Higueruelas;España
46163;Marines;España
46164;Pedralba;España
46165;Bugarra;España
46166;Gestalgar;España
46167;Chulilla;España
46168;Losa del Obispo;España
46168;Sot de Chera;España
46169;Olocau;España
46169;Gátova;España
46170;Villar del Arzobispo;España
46171;Casinos;España
46172;Alcublas;España
46173;Benagéber;España
46174;Domeño;España
46175;Calles;España
46175;Domeño;España
46176;Chelva;España
46177;Tuéjar;España
46178;Alpuente;España
46178;Titaguas;España
46178;Yesa, La;España
46179;Aras de los Olmos;España
46180;Benaguasil;España
46181;Benissanó;España
46182;Paterna;España
46183;Eliana, l';España
46184;San Antonio de Benagéber;España
46185;Pobla de Vallbona, la;España
46190;Riba-roja de Túria;España
46191;Vilamarxant;España
46192;Montserrat;España
46193;Montroi/Montroy;España
46194;Real;España
46195;Llombai;España
46196;Catadau;España
46197;Alfarp;España
46198;Dos Aguas;España
46198;Millares;España
46199;Cortes de Pallás;España
46200;Paiporta;España
46210;Picanya;España
46220;Picassent;España
46229;Picassent;España
46230;Alginet;España
46240;Carlet;España
46250;Alcúdia, l';España
46250;Sagunto/Sagunt;España
46260;Alberic;España
46266;Antella;España
46267;Gavarda;España
46268;Alzira;España
46269;Tous;España
46270;Villanueva de Castellón;España
46290;Alcàsser;España
46291;Benimodo;España
46292;Massalavés;España
46293;Alcàntera de Xúquer;España
46293;Beneixida;España
46294;Càrcer;España
46294;Cotes;España
46295;Sellent;España
46295;Sumacàrcer;España
46300;Utiel;España
46310;Venta del Moro;España
46311;Venta del Moro;España
46312;Utiel;España
46313;Utiel;España
46314;Fuenterrobles;España
46315;Caudete de las Fuentes;España
46317;Villargordo del Cabriel;España
46320;Sinarcas;España
46321;Utiel;España
46330;Camporrobles;España
46340;Requena;España
46350;Chera;España
46351;Chelva;España
46351;Requena;España
46352;Requena;España
46353;Requena;España
46354;Requena;España
46355;Requena;España
46356;Requena;España
46357;Requena;España
46360;Buñol;España
46367;Yátova;España
46368;Macastre;España
46369;Alborache;España
46370;Chiva;España
46380;Cheste;España
46388;Godelleta;España
46389;Turís;España
46390;Requena;España
46391;Requena;España
46392;Siete Aguas;España
46393;Loriguilla;España
46400;Cullera;España
46408;Cullera;España
46409;Cullera;España
46410;Sueca;España
46417;Riola;España
46418;Fortaleny;España
46419;Sueca;España
46420;Sueca;España
46430;Sollana;España
46439;Sollana;España
46440;Almussafes;España
46450;Benifaió;España
46460;Silla;España
46469;Beniparrell;España
46470;Albal;España
46470;Catarroja;España
46470;Massanassa;España
46500;Sagunto/Sagunt;España
46501;Petrés;España
46510;Quartell;España
46511;Benifairó de les Valls;España
46512;Faura;España
46514;Benavites;España
46515;Quart de les Valls;España
46520;Sagunto/Sagunt;España
46529;Canet d'En Berenguer;España
46530;Puçol;España
46530;Sagunto/Sagunt;España
46540;Puig de Santa Maria, el;España
46550;Albuixech;España
46560;Massalfassar;España
46590;Estivella;España
46591;Albalat dels Tarongers;España
46592;Segart;España
46593;Algar de Palancia;España
46594;Alfara de la Baronia;España
46595;Torres Torres;España
46600;Alzira;España
46610;Guadassuar;España
46611;Benimuslem;España
46612;Corbera;España
46613;Llaurí;España
46614;Favara;España
46620;Ayora;España
46621;Zarra;España
46622;Teresa de Cofrentes;España
46623;Jarafuel;España
46624;Jalance;España
46625;Cofrentes;España
46630;Font de la Figuera, la;España
46635;Fontanars dels Alforins;España
46640;Mogente/Moixent;España
46650;Canals;España
46659;Canals;España
46660;Manuel;España
46666;Rafelguaraf;España
46667;Barxeta;España
46668;Llocnou d'En Fenollet;España
46668;Rafelguaraf;España
46669;Ènova, l';España
46669;Sant Joanet;España
46669;Senyera;España
46670;Pobla Llarga, la;España
46680;Algemesí;España
46687;Albalat de la Ribera;España
46688;Polinyà de Xúquer;España
46689;Benicull de Xúquer;España
46690;Alcúdia de Crespins, l';España
46691;Vallada;España
46692;Montesa;España
46701;Gandia;España
46702;Gandia;España
46703;Benirredrà;España
46710;Daimús;España
46711;Guardamar de la Safor;España
46711;Miramar;España
46712;Piles;España
46713;Bellreguard;España
46714;Palmera;España
46715;Alqueria de la Comtessa, l';España
46716;Rafelcofer;España
46717;Font d'En Carròs, la;España
46720;Vilallonga/Villalonga;España
46721;Potries;España
46722;Beniarjó;España
46722;Beniflá;España
46723;Almoines;España
46724;Palma de Gandía;España
46725;Alfauir;España
46725;Rótova;España
46726;Almiserà;España
46726;Castellonet de la Conquesta;España
46726;Llocnou de Sant Jeroni;España
46727;Real de Gandia, el;España
46728;Gandia;España
46729;Ador;España
46730;Gandia;España
46740;Carcaixent;España
46749;Carcaixent;España
46750;Simat de la Valldigna;España
46758;Barx;España
46760;Tavernes de la Valldigna;España
46770;Xeraco;España
46780;Oliva;España
46790;Xeresa;España
46791;Benifairó de la Valldigna;España
46792;Alzira;España
46792;Carcaixent;España
46800;Xàtiva;España
46810;Enguera;España
46811;Enguera;España
46812;Aielo de Malferit;España
46813;Cerdà;España
46814;Llanera de Ranes;España
46814;Torrella;España
46815;Llosa de Ranes, la;España
46816;Llanera de Ranes;España
46816;Rotglà i Corberà;España
46817;Estubeny;España
46818;Granja de la Costera, la;España
46818;Vallés;España
